02-16-2026 15:54:08 RAM 9798/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [3%@729,2%@729,21%@729,2%@729,3%@2112,3%@2112,31%@2112,2%@2112,2%@729,5%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@41.875C soc2@37.093C soc0@38.062C tj@41.875C soc1@38.625C VDD_GPU_SOC 2804mW/2804mW VDD_CPU_CV 1201mW/1201mW VIN_SYS_5V0 4032mW/4032mW
02-17-2026 00:20:33 RAM 14542/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [32%@729,36%@729,0%@729,4%@729,0%@2201,12%@2201,4%@2201,0%@2201,22%@729,1%@729,1%@729,6%@729] GR3D_FREQ 0% cpu@49.75C soc2@44.406C soc0@45.687C tj@49.75C soc1@46.656C VDD_GPU_SOC 2804mW/12757mW VDD_CPU_CV 1601mW/2052mW VIN_SYS_5V0 4334mW/6462mW
02-17-2026 00:20:36 RAM 14769/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [19%@729,4%@729,5%@729,4%@729,4%@729,4%@729,21%@729,4%@729,4%@2201,4%@2201,5%@2201,49%@2201] GR3D_FREQ 0% cpu@49.656C soc2@44.343C soc0@45.75C tj@49.656C soc1@46.687C VDD_GPU_SOC 2804mW/12756mW VDD_CPU_CV 2803mW/2052mW VIN_SYS_5V0 4334mW/6461mW
02-17-2026 00:20:39 RAM 14858/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,0%@2201,100%@2201] GR3D_FREQ 0% cpu@49.531C soc2@44.312C soc0@45.531C tj@49.531C soc1@46.718C VDD_GPU_SOC 2804mW/12755mW VDD_CPU_CV 2804mW/2052mW VIN_SYS_5V0 4334mW/6461mW
02-17-2026 00:20:42 RAM 14980/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [3%@729,19%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,71%@729] GR3D_FREQ 0% cpu@49.187C soc2@44.312C soc0@45.562C tj@49.187C soc1@46.718C VDD_GPU_SOC 3205mW/12754mW VDD_CPU_CV 1602mW/2052mW VIN_SYS_5V0 4132mW/6461mW
02-17-2026 00:20:45 RAM 14980/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49C soc2@44.187C soc0@45.437C tj@49C soc1@46.687C VDD_GPU_SOC 2403mW/12753mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3735mW/6461mW
02-17-2026 00:20:48 RAM 14975/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.875C soc2@44.093C soc0@45.468C tj@48.875C soc1@46.562C VDD_GPU_SOC 2403mW/12752mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3729mW/6460mW
02-17-2026 00:20:51 RAM 14975/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.062C soc2@43.968C soc0@45.343C tj@48.906C soc1@46.406C VDD_GPU_SOC 2403mW/12751mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3735mW/6460mW
02-17-2026 00:20:54 RAM 15014/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,8%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.968C soc2@44.156C soc0@45.343C tj@48.968C soc1@46.406C VDD_GPU_SOC 2403mW/12750mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3735mW/6460mW
02-17-2026 00:20:57 RAM 15014/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.875C soc2@44C soc0@45.343C tj@48.875C soc1@46.343C VDD_GPU_SOC 2403mW/12749mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3735mW/6460mW
02-17-2026 00:21:00 RAM 15018/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.812C soc2@43.937C soc0@45.375C tj@48.812C soc1@46.562C VDD_GPU_SOC 2403mW/12748mW VDD_CPU_CV 400mW/2051mW VIN_SYS_5V0 3729mW/6459mW
02-17-2026 00:21:03 RAM 15026/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.812C soc2@43.906C soc0@45.281C tj@48.812C soc1@46.531C VDD_GPU_SOC 2403mW/12747mW VDD_CPU_CV 400mW/2051mW VIN_SYS_5V0 3729mW/6459mW
02-17-2026 00:21:06 RAM 15026/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.593C soc2@43.906C soc0@45.218C tj@48.593C soc1@46.343C VDD_GPU_SOC 2403mW/12746mW VDD_CPU_CV 400mW/2051mW VIN_SYS_5V0 3729mW/6459mW
02-17-2026 00:21:09 RAM 15064/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,1%@1344,24%@1344,0%@1344,0%@1344] GR3D_FREQ 0% cpu@48.718C soc2@43.906C soc0@45.187C tj@48.718C soc1@46.25C VDD_GPU_SOC 2403mW/12745mW VDD_CPU_CV 800mW/2051mW VIN_SYS_5V0 3931mW/6459mW
02-17-2026 00:21:12 RAM 15125/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@1190,23%@1190,0%@1190,0%@1190] GR3D_FREQ 1% cpu@48.718C soc2@43.937C soc0@45.187C tj@48.718C soc1@46.218C VDD_GPU_SOC 4006mW/12744mW VDD_CPU_CV 800mW/2051mW VIN_SYS_5V0 4032mW/6458mW
02-17-2026 00:21:15 RAM 15166/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,95%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@49.156C soc2@43.906C soc0@45.156C tj@49.156C soc1@46.281C VDD_GPU_SOC 2804mW/12743mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 4435mW/6458mW
02-17-2026 00:21:18 RAM 15667/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,53%@2201,29%@2201,10%@2201] GR3D_FREQ 61% cpu@49.156C soc2@44.031C soc0@45.187C tj@49.156C soc1@46.312C VDD_GPU_SOC 4407mW/12742mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5653mW/6458mW
02-17-2026 00:21:21 RAM 15659/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,85%@2201,5%@2201] GR3D_FREQ 58% cpu@49.25C soc2@44.093C soc0@45.187C tj@49.187C soc1@46.25C VDD_GPU_SOC 4408mW/12741mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5653mW/6458mW
02-17-2026 00:21:24 RAM 15663/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,22%@2201,0%@2201,33%@2201,33%@2201] GR3D_FREQ 58% cpu@49.312C soc2@44.093C soc0@45.468C tj@49.312C soc1@46.312C VDD_GPU_SOC 4407mW/12740mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5653mW/6458mW
02-17-2026 00:21:27 RAM 15660/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,85%@2201,0%@2201,6%@2201,0%@2201] GR3D_FREQ 60% cpu@49.281C soc2@44.093C soc0@45.343C tj@49.281C soc1@46.281C VDD_GPU_SOC 4407mW/12740mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5653mW/6458mW
02-17-2026 00:21:30 RAM 15659/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,56%@2201,0%@2201,36%@2201,0%@2201] GR3D_FREQ 59% cpu@49.406C soc2@44.031C soc0@45.312C tj@49.406C soc1@46.375C VDD_GPU_SOC 4407mW/12739mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5653mW/6458mW
02-17-2026 00:21:33 RAM 15832/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,89%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 61% cpu@49.437C soc2@44.156C soc0@45.375C tj@49.437C soc1@46.5C VDD_GPU_SOC 4407mW/12738mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5552mW/6458mW
02-17-2026 00:21:36 RAM 16794/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,87%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 2% cpu@49.281C soc2@44.062C soc0@45.343C tj@49.281C soc1@46.375C VDD_GPU_SOC 3205mW/12737mW VDD_CPU_CV 2804mW/2051mW VIN_SYS_5V0 4536mW/6457mW
02-17-2026 00:21:39 RAM 16981/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,100%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@49.218C soc2@44.125C soc0@45.281C tj@49.218C soc1@46.406C VDD_GPU_SOC 3205mW/12736mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 4737mW/6457mW
02-17-2026 00:21:42 RAM 17096/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,86%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.812C soc2@43.968C soc0@45.312C tj@48.812C soc1@46.375C VDD_GPU_SOC 2804mW/12735mW VDD_CPU_CV 1201mW/2051mW VIN_SYS_5V0 4132mW/6457mW
02-17-2026 00:21:45 RAM 15130/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [15%@2201,0%@2201,12%@2201,0%@2201,12%@2201,0%@2201,2%@2201,0%@2201,0%@729,81%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.125C soc2@44.125C soc0@45.312C tj@50.125C soc1@46.312C VDD_GPU_SOC 3605mW/12734mW VDD_CPU_CV 2804mW/2051mW VIN_SYS_5V0 5048mW/6457mW
02-17-2026 00:21:48 RAM 14666/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [4%@1958,4%@1958,3%@1958,3%@1958,5%@1958,24%@1958,7%@1958,4%@1958,33%@2201,3%@2201,7%@2201,18%@2201] GR3D_FREQ 0% cpu@50.343C soc2@44.312C soc0@45.437C tj@50.343C soc1@46.281C VDD_GPU_SOC 2804mW/12733mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 4233mW/6457mW
02-17-2026 00:21:51 RAM 14798/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,1%@729,1%@729,1%@729,1%@729,1%@729,1%@729,1%@729,1%@2201,1%@2201,1%@2201,100%@2201] GR3D_FREQ 0% cpu@49.281C soc2@44.062C soc0@45.375C tj@49.281C soc1@46.531C VDD_GPU_SOC 2804mW/12732mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 4233mW/6456mW
02-17-2026 00:21:54 RAM 14920/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [3%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@2201,2%@2201,2%@2201,99%@2201] GR3D_FREQ 0% cpu@49.187C soc2@43.968C soc0@45.25C tj@49.187C soc1@46.468C VDD_GPU_SOC 2804mW/12731mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 4536mW/6456mW
02-17-2026 00:21:57 RAM 14977/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,35%@729] GR3D_FREQ 0% cpu@48.656C soc2@43.937C soc0@45.187C tj@48.656C soc1@46.375C VDD_GPU_SOC 2403mW/12730mW VDD_CPU_CV 400mW/2051mW VIN_SYS_5V0 3729mW/6456mW
02-17-2026 00:22:00 RAM 15029/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [5%@729,0%@729,0%@729,0%@729,11%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.687C soc2@43.875C soc0@45.156C tj@48.687C soc1@46.343C VDD_GPU_SOC 2403mW/12729mW VDD_CPU_CV 800mW/2051mW VIN_SYS_5V0 3830mW/6456mW
02-17-2026 00:22:03 RAM 15104/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,0%@729,28%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@48.687C soc2@43.875C soc0@45.062C tj@48.687C soc1@46.25C VDD_GPU_SOC 2403mW/12728mW VDD_CPU_CV 400mW/2051mW VIN_SYS_5V0 3830mW/6455mW
02-17-2026 00:22:06 RAM 15127/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [4%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@2201,0%@2201,52%@2201,0%@2201] GR3D_FREQ 0% cpu@48.937C soc2@43.843C soc0@45.125C tj@48.937C soc1@46.218C VDD_GPU_SOC 3205mW/12727mW VDD_CPU_CV 2002mW/2051mW VIN_SYS_5V0 4636mW/6455mW
02-17-2026 00:22:09 RAM 15640/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,95%@2201,0%@2201] GR3D_FREQ 50% cpu@49.093C soc2@43.937C soc0@45.062C tj@49.093C soc1@46.125C VDD_GPU_SOC 4006mW/12726mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5048mW/6455mW
02-17-2026 00:22:12 RAM 15646/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,65%@2201,24%@2201] GR3D_FREQ 59% cpu@49.093C soc2@44.031C soc0@45.187C tj@49.093C soc1@46.156C VDD_GPU_SOC 4006mW/12725mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5350mW/6455mW
02-17-2026 00:22:15 RAM 15652/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,50%@2201,0%@2201,28%@2201,12%@2201] GR3D_FREQ 0% cpu@49.5C soc2@44.031C soc0@45.375C tj@49.5C soc1@46.218C VDD_GPU_SOC 4006mW/12725mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 5350mW/6455mW
02-17-2026 00:22:18 RAM 15642/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,17%@2201,0%@2201,73%@2201,0%@2201] GR3D_FREQ 59% cpu@49.5C soc2@44.093C soc0@45.406C tj@49.5C soc1@46.187C VDD_GPU_SOC 4407mW/12724mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5653mW/6455mW
02-17-2026 00:22:21 RAM 15643/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,65%@2201,0%@2201,27%@2201,0%@2201] GR3D_FREQ 60% cpu@49.437C soc2@44.156C soc0@45.375C tj@49.437C soc1@46.531C VDD_GPU_SOC 4407mW/12723mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5653mW/6455mW
02-17-2026 00:22:24 RAM 15640/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@729,1%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,5%@2201,0%@2201,87%@2201,0%@2201] GR3D_FREQ 61% cpu@49.375C soc2@44.093C soc0@45.406C tj@49.375C soc1@46.531C VDD_GPU_SOC 4407mW/12722mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 5653mW/6455mW
02-17-2026 00:22:27 RAM 15940/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,44%@2201,0%@2201,39%@2201,0%@2201] GR3D_FREQ 0% cpu@49.312C soc2@44.093C soc0@45.343C tj@49.312C soc1@46.468C VDD_GPU_SOC 3205mW/12721mW VDD_CPU_CV 2002mW/2051mW VIN_SYS_5V0 4737mW/6455mW
02-17-2026 00:22:30 RAM 16851/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@2201,0%@2201,23%@2201,71%@2201] GR3D_FREQ 2% cpu@49.343C soc2@44C soc0@45.25C tj@49.343C soc1@46.5C VDD_GPU_SOC 3205mW/12720mW VDD_CPU_CV 2403mW/2051mW VIN_SYS_5V0 4536mW/6454mW
02-17-2026 00:22:33 RAM 17056/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@2201,0%@2201,0%@2201,100%@2201] GR3D_FREQ 2% cpu@49.437C soc2@44C soc0@45.218C tj@49.437C soc1@46.406C VDD_GPU_SOC 3205mW/12719mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 4435mW/6454mW
02-17-2026 00:22:36 RAM 17105/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [3%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,1%@2201,0%@2201,0%@2201,85%@2201] GR3D_FREQ 0% cpu@49.25C soc2@44.031C soc0@45.281C tj@49.25C soc1@46.375C VDD_GPU_SOC 3205mW/12718mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 4536mW/6454mW
02-17-2026 00:22:39 RAM 14534/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [54%@729,0%@729,0%@729,0%@729,1%@729,0%@729,7%@729,0%@729,0%@1881,11%@1881,4%@1881,40%@1881] GR3D_FREQ 0% cpu@49.187C soc2@44.062C soc0@45.281C tj@49.093C soc1@46.343C VDD_GPU_SOC 2804mW/12717mW VDD_CPU_CV 1601mW/2051mW VIN_SYS_5V0 4334mW/6454mW
02-17-2026 00:22:42 RAM 14758/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [5%@729,24%@729,4%@729,4%@729,4%@729,5%@729,4%@729,4%@729,4%@2201,4%@2201,4%@2201,60%@2201] GR3D_FREQ 0% cpu@49.406C soc2@43.968C soc0@45.218C tj@49.406C soc1@46.375C VDD_GPU_SOC 2804mW/12716mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 4334mW/6454mW
02-17-2026 00:22:45 RAM 14848/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,0%@2201,100%@2201] GR3D_FREQ 0% cpu@49.375C soc2@44.062C soc0@45.312C tj@49.375C soc1@46.25C VDD_GPU_SOC 2804mW/12715mW VDD_CPU_CV 2803mW/2051mW VIN_SYS_5V0 4334mW/6453mW
02-17-2026 00:22:48 RAM 14971/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [3%@2035,2%@2035,2%@2035,2%@2035,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,91%@729] GR3D_FREQ 0% cpu@49.062C soc2@44.062C soc0@45.375C tj@49.062C soc1@46.281C VDD_GPU_SOC 3205mW/12715mW VDD_CPU_CV 2003mW/2051mW VIN_SYS_5V0 4233mW/6453mW
02-17-2026 00:22:51 RAM 15052/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [8%@729,0%@729,0%@729,0%@729,21%@1728,3%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.156C soc2@43.968C soc0@45.187C tj@49.156C soc1@46.437C VDD_GPU_SOC 2403mW/12714mW VDD_CPU_CV 800mW/2051mW VIN_SYS_5V0 3931mW/6453mW
02-17-2026 00:22:54 RAM 15120/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@1190,9%@1190,0%@1190,0%@1190,7%@1113,5%@1113,1%@1113,0%@1113,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 3% cpu@48.937C soc2@43.968C soc0@45.187C tj@48.937C soc1@46.312C VDD_GPU_SOC 4006mW/12713mW VDD_CPU_CV 800mW/2051mW VIN_SYS_5V0 4032mW/6453mW
02-17-2026 00:22:57 RAM 15154/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@2201,95%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.5C soc2@44C soc0@45.187C tj@49.5C soc1@46.218C VDD_GPU_SOC 2804mW/12712mW VDD_CPU_CV 2804mW/2051mW VIN_SYS_5V0 4435mW/6452mW
02-17-2026 00:23:00 RAM 15650/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@729,32%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,36%@2201,24%@2201,0%@2201,0%@2201] GR3D_FREQ 59% cpu@49.562C soc2@43.968C soc0@45.218C tj@49.562C soc1@46.25C VDD_GPU_SOC 4407mW/12711mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5653mW/6452mW
02-17-2026 00:23:03 RAM 15639/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@2201,1%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,15%@2201,75%@2201,0%@2201,0%@2201] GR3D_FREQ 58% cpu@49.437C soc2@43.968C soc0@45.187C tj@49.437C soc1@46.218C VDD_GPU_SOC 4407mW/12710mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5552mW/6452mW
02-17-2026 00:23:06 RAM 15640/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,39%@2201,52%@2201,0%@2201,0%@2201] GR3D_FREQ 59% cpu@49.375C soc2@44.093C soc0@45.375C tj@49.375C soc1@46.281C VDD_GPU_SOC 4407mW/12709mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5552mW/6452mW
02-17-2026 00:23:09 RAM 15648/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [14%@2201,1%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,7%@729,72%@729,0%@729,0%@729] GR3D_FREQ 56% cpu@49.5C soc2@44.25C soc0@45.437C tj@49.5C soc1@46.312C VDD_GPU_SOC 4407mW/12708mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5552mW/6452mW
02-17-2026 00:23:12 RAM 15639/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [89%@2201,5%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 59% cpu@49.625C soc2@44.25C soc0@45.375C tj@49.625C soc1@46.343C VDD_GPU_SOC 4407mW/12708mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5552mW/6452mW
02-17-2026 00:23:15 RAM 15824/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [40%@2201,50%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 61% cpu@49.625C soc2@44.25C soc0@45.281C tj@49.625C soc1@46.375C VDD_GPU_SOC 4006mW/12707mW VDD_CPU_CV 2402mW/2051mW VIN_SYS_5V0 5451mW/6452mW
02-17-2026 00:23:18 RAM 16772/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [85%@2201,2%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 2% cpu@49.218C soc2@44.343C soc0@45.281C tj@49.218C soc1@46.312C VDD_GPU_SOC 3205mW/12706mW VDD_CPU_CV 2803mW/2052mW VIN_SYS_5V0 4536mW/6452mW
02-17-2026 00:23:21 RAM 16970/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.156C soc2@44.343C soc0@45.25C tj@49.156C soc1@46.25C VDD_GPU_SOC 3205mW/12705mW VDD_CPU_CV 2403mW/2052mW VIN_SYS_5V0 4536mW/6452mW
02-17-2026 00:23:24 RAM 17081/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [93%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.156C soc2@44.093C soc0@45.187C tj@49.156C soc1@46.281C VDD_GPU_SOC 3205mW/12704mW VDD_CPU_CV 2003mW/2052mW VIN_SYS_5V0 4233mW/6451mW
